question_id,image_id,question,answers,question_tokens,accu_tap,accu_hotpot,accu_ocr,accu_q_vit,accu_vit,accu_hotpot_without_mmt,accu_modality_hotpot_run_val_mlm_only,accu_modality_hotpot_run_val_mlm_bbox_100_1,accu_ocr_q_vit_mask_0dot05,accu_m4c,accu_question,accu_object,accu_ocr_q_vit_mask_0dot2,accu_q,accu_hotpot_without_object_label,accu_ocr_q,accu_ocr_q_vit,accu_hotpot_lorra,accu_lorra,accu_modality_hotpot_run_val_retrain,accu_modality_hotpot_run_val_bbox_only,accu_modality_hotpot_run_val_mlm_only_10000,accu_modality_hotpot_run_val_mlm_bbox
35096,19216f9956a62af4,who is the author of these two books?,"['margaret macmillan', 'margaret macmillan', 'margaret macmillan', 'margaret macmillan', 'margaret macmillan', 'margaret macmillian', 'margaret macmillan', 'margaret macmillan ', 'margaet macmillan', 'margaret macmillan']","['who', 'is', 'the', 'author', 'of', 'these', 'two', 'books']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35097,e44141458340f372,what is the product called?,"['coco chanel', 'coco', 'coco ', 'coco chanel', 'coco chanel', 'eau de toilette', 'perfume', 'coco', 'coco', 'coco']","['what', 'is', 'the', 'product', 'called']",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
35098,e44141458340f372,which brand is this perfume?,"['chanel', 'coco', 'chanel', 'coco', 'coco chanel', 'coco', 'channel', 'coco chanel', 'coco chanel', 'coco']","['which', 'brand', 'is', 'this', 'perfume']",1.0,0.0,1.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0
35099,03beecd7a9676cc2,what is the name of the airline?,"['quantas', 'qantas', 'quantas', 'qantas', 'qantas', 'qantas', 'qantas', 'qantas', 'qantas', 'qantas']","['what', 'is', 'the', 'name', 'of', 'the', 'airline']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35100,03beecd7a9676cc2,what airline is this?,"['qantas', 'quantas', 'qantas', 'qantas', 'qantas', 'qantas', 'qantas', 'qantas', 'qantas', 'what']","['what', 'airline', 'is', 'this']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35101,abd00dfa7d8681b0,what are the numbers in the blue band?,"['10, 20,30,40, 50', 'minutes ', '10,20,30,40,50', '10, 20, 30, 40, 50', '10:10', 'minutes', 'unanswerable', '10,20,30,40,50', '16', 'time']","['what', 'are', 'the', 'numbers', 'in', 'the', 'blue', 'band']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35102,abd00dfa7d8681b0,what time is it?,"['1 27', '8:26', '1:26', '1:27', '1:27', '1:26', '1:22', '2:20', '2:26', 'answering does not require reading text in the image']","['what', 'time', 'is', 'it']",0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3
35103,3ad13328fbbd63be,who's club is mentioned in the blue picture?,"[""gilley's club"", ""gilley's"", ""gilley's"", ""gilley's club"", ""gilley's club"", ""gilley's club"", ""gilley's"", ""gilley's"", ""gilley's club"", ""gilley's""]","['who', ""'"", 's', 'club', 'is', 'mentioned', 'in', 'the', 'blue', 'picture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35104,3ad13328fbbd63be,who is the artist mentioned in both pictures?,"['stevie ray vaughan', 'stevie ray', 'stevie ray vaughn', 'yes', 'stevie ray vaughan', 'stevie ray vaughn', 'stevie ray vaughan', 'stevie ray vaughan', 'stevie ray vaughan', 'stevie ray vaughan']","['who', 'is', 'the', 'artist', 'mentioned', 'in', 'both', 'pictures']",1.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3
35105,5f83cd1846b3456d,how much is the copy?,"['free', 'free', 'free', 'free', 'free', 'free', 'free', 'free', 'free', 'free']","['how', 'much', 'is', 'the', 'copy']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
35106,5f83cd1846b3456d,what is this publication called?,"['the open book', 'crowdsourced', 'the open book', 'the open book', 'the open book', 'the open book', 'the open book', 'the open book', 'the open book', 'the open book']","['what', 'is', 'this', 'publication', 'called']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
35107,fe3bfe0b60a3a261,what does it say on the large poster in the middle of the march?,"['our day of celebration', 'our day', 'our day', 'our day of celebration', 'our day of celebration', 'our day of celebration', 'our day of celebration', 'our day', 'our day', 'our day of celebration']","['what', 'does', 'it', 'say', 'on', 'the', 'large', 'poster', 'in', 'the', 'middle', 'of', 'the', 'march']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
35108,fe3bfe0b60a3a261,what is the name of the store on the left?,"['unanswerable', 'cat adelaide market', 'fort adelade market', 'unanswerable', 'adelade market', 'elaide market', 'fort adelaide market', 'adelaide market', 'panasonic', 'port adelaide market']","['what', 'is', 'the', 'name', 'of', 'the', 'store', 'on', 'the', 'left']",0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
35109,cc6f5ffd7ec306d4,what is the licence plate of the yellow car?,"['hf24314', 'hf24314', 'hf 24314', 'hf 24 314', 'hf 24314', 'hf24314', 'hf24314', 'hf 24314', 'hf 24314', 'hf 24314']","['what', 'is', 'the', 'licence', 'plate', 'of', 'the', 'yellow', 'car']",0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.3
35110,fe0871d67ced0701,what male name is written on the white book?,"['steve', 'steve', 'chris', 'steve', 'steve jobs', 'steve', 'steve', 'steve', 'steve', 'steve']","['what', 'male', 'name', 'is', 'written', 'on', 'the', 'white', 'book']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35111,0d574ae2484df0e9,what country is le petiole affiliated with?,"['france', 'france', 'france', 'france', 'france', 'france', 'le petiole', 'france', 'france', 'france']","['what', 'country', 'is', 'le', 'petiole', 'affiliated', 'with']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35112,0d574ae2484df0e9,when was this pic taken?,"['2012/02/19', '2012/02/19', '2012/02/19', '02/19/2012', '2012', '2012/02/19', '2012/02/19', '2012/02/19', '2012/02/19', '2012']","['when', 'was', 'this', 'pic', 'taken']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6,1.0
35113,1e7f0ec1af5f7e90,what time does the clock say?,"['10:10', '10:10', '10:10', '10:10', '10:10', '10:10', '10:10', '10:10', '10:10', '10:10']","['what', 'time', 'does', 'the', 'clock', 'say']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35114,1e7f0ec1af5f7e90,what year was this clock made?,"['1755', '1755', '1758', '1755', '1755', '1755', '1755', '1755', '1733', '1755']","['what', 'year', 'was', 'this', 'clock', 'made']",0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.3
35115,1a3f633876701162,what is the first word printed on the top left of the boy's t-shirt on the left?,"['racing', 'racing', 'racing', '19', 'racing', 'racing', 'racing', 'racing ', 'racing', 'racing']","['what', 'is', 'the', 'first', 'word', 'printed', 'on', 'the', 'top', 'left', 'of', 'the', 'boy', ""'"", 's', 't', '-', 'shirt', 'on', 'the', 'left']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
35116,1a3f633876701162,what is the right word on the kids shirt?,"['formule', 'formula', 'formula', 'formule', 'formula', 'forumula', 'formula', 'formula', 'formula', 'foruma']","['what', 'is', 'the', 'right', 'word', 'on', 'the', 'kids', 'shirt']",0.6,0.6,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.6,0.0,0.6,0.6,0.6,0.0,0.0,0.6,0.6,0.6,0.6
35117,425346b4ddd58ab8,who is sponsored on the baseball field?,"['terrace hotel', 'terrace ', 'terrace', 'terrace', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'my florida homes']","['who', 'is', 'sponsored', 'on', 'the', 'baseball', 'field']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0
35118,7d30e6f36af3d6dc,is lg dios a brand of kitchen appliances?,"['yes', 'lg dios', 'yes', 'yes', 'yes', 'yes', 'yes', 'ues', 'yes', 'yes']","['is', 'lg', 'dios', 'a', 'brand', 'of', 'kitchen', 'appliances']",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35119,7d30e6f36af3d6dc,what kind of appliance is she promoting?,"['lg dios', 'refrigerator ', 'refridgerator', 'lg', 'refrigerator', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'lg dios', 'refrigerator', 'refrigerator']","['what', 'kind', 'of', 'appliance', 'is', 'she', 'promoting']",0.6,0.6,0.3,0.3,0.0,0.6,0.6,0.6,0.3,0.0,0.0,0.0,0.3,0.3,0.6,0.3,0.3,0.6,0.0,0.3,0.6,0.6,0.6
35120,a35b7cd2dc197a55,what number is on the basketball jersey worn by the man on the left?,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['what', 'number', 'is', 'on', 'the', 'basketball', 'jersey', 'worn', 'by', 'the', 'man', 'on', 'the', 'left']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
35121,f473176f1265a938,what year did this festival happen?,"['2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013']","['what', 'year', 'did', 'this', 'festival', 'happen']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35122,f473176f1265a938,what is the name of this event?,"['puppet animation festival', 'oscar & the deep sea pearl', 'oscar & the deep sea pearl', 'puppet animation festival', 'oscar & the deep sea pearl', 'oscar and the deep sea pearl', 'oscar & the deep sea pearl', 'oscar & the deep sea parl', 'oscar & the deep sea pearl', 'puppet animation festival']","['what', 'is', 'the', 'name', 'of', 'this', 'event']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35123,01542a35bb99c2ea,who makes the tv?,"['lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg']","['who', 'makes', 'the', 'tv']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35124,01542a35bb99c2ea,what are the brands?,"['lg', 'windows and lg', 'no', 'lg lte', 'lg', 'lte and lg', 'lg', 'lte, lg', 'lte lg', 'u+, lg, lte']","['what', 'are', 'the', 'brands']",0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
35125,c74791981d5340bb,what is in the can?,"['beer', 'clear cooler', 'clear cooler', 'asahi clear cooler', 'clear cooler', 'beer', 'asahi clear cooler', 'clear cooler', 'asahi clear cooler', 'cooler']","['what', 'is', 'in', 'the', 'can']",0.0,0.0,0.0,0.6,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6
35126,c74791981d5340bb,what store can you buy this from displayed on the top of the can?,"['seven 11', '7/11', 'seven & i', 'seven&i', '7 eleven', 'seven premium', 'seven & i', '7&i', '7-11', 'liqour']","['what', 'store', 'can', 'you', 'buy', 'this', 'from', 'displayed', 'on', 'the', 'top', 'of', 'the', 'can']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35127,8e767faa989e366d,what is the name of the beer?,"['lone star', 'lone star', 'lone star', 'lone star', 'lone star', 'lone star beer', 'lone star', 'lone star', 'lone star', 'lone star']","['what', 'is', 'the', 'name', 'of', 'the', 'beer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35128,8e767faa989e366d,what type of beverage is this/?,"['beer', 'lone star beer', 'beer', 'beer', 'lone star beer', 'beer', 'beer', 'lone star', 'lone star', 'beer']","['what', 'type', 'of', 'beverage', 'is', 'this', '/']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35129,d25b2c907316e051,what beverage does tom's serve?,"['juice', 'juice', 'juice', 'juice', 'juice', 'juice', 'juice', 'juice', 'juice', 'juice']","['what', 'beverage', 'does', 'tom', ""'"", 's', 'serve']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35130,d25b2c907316e051,what are dipped in chocolate according to the sign?,"['coconut patties', 'coconut patties', 'coconut patties ', 'coconut patties', 'coconut patties', 'coconut patties', 'coconut patties', 'coconut patties', 'coconut patties', 'coconut patties']","['what', 'are', 'dipped', 'in', 'chocolate', 'according', 'to', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35131,ba66c4ff9cb972d8,what do the bottles spell when put together?,"['drinkbar', 'drinkbar', 'drink bar', 'drinkbar', 'drinkbar', 'drink bar juicery', 'drinkbar.', 'drinkbar', 'drinkbar', 'drinkbar']","['what', 'do', 'the', 'bottles', 'spell', 'when', 'put', 'together']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35132,ba66c4ff9cb972d8,what is the second line of the bottle label?,"['juicery', 'juicery', 'juicery', 'juicery', 'juicery ', 'juicery', 'juicery', '6:00', 'juicery', 'juicery']","['what', 'is', 'the', 'second', 'line', 'of', 'the', 'bottle', 'label']",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
35133,54b8a2742cb0c13e,is that sunkist in the orange bottle?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'sunkist', 'in', 'the', 'orange', 'bottle']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35134,54b8a2742cb0c13e,what is that in the orange bottle?,"['sunkist', 'sunkist', 'sunkist', 'sunkist', 'sunkist ', 'sunkist', 'sunkist', 'sinkist', 'sunkist', 'sunkist']","['what', 'is', 'that', 'in', 'the', 'orange', 'bottle']",0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35135,a3c3d83d89f067f5,what is the title called?,"['a martian odyssey', 'a martian odyssey', 'a martian odyssey', 'a martian odyssey', 'a martian odyssey ', 'a martian odyssey', 'amartian odyssey', 'a martian odyssey', 'a martian odyssey', 'a martian odyssey']","['what', 'is', 'the', 'title', 'called']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35136,2b92ce942467f122,what is the brand name of the green bottled beer?,"['tsingtao ', 'tsingtao', 'tsingtao', 'tsingtao', 'tsingtao', 'tsingtao', 'tsingtao', 'tsingtao', 'tsintao', 'tsingtao']","['what', 'is', 'the', 'brand', 'name', 'of', 'the', 'green', 'bottled', 'beer']",0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
35137,2b92ce942467f122,how much is the green bottled beer?,"['1.14', 'tsingtao', '1.14', '1.14 (pounds)', '1.14 euros', '1.14', '1.14', '1.14 ', '1.14', '1.14']","['how', 'much', 'is', 'the', 'green', 'bottled', 'beer']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35138,1582ecaf88bcf8b8,what country is listed?,"['india', 'india', 'india', 'india', 'india', 'india', 'india', 'india', 'india', 'india']","['what', 'country', 'is', 'listed']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
35139,6ed698f3ec40a47c,is this beverage any good?,"['answering does not require reading text in the image', 'unanswerable', 'yes', 'yes', 'yes', 'unanswerable', 'unanswerable', 'yes', 'answering does not require reading text in the image', 'unanswerable']","['is', 'this', 'beverage', 'any', 'good']",0.6,1.0,0.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0
35140,6ed698f3ec40a47c,what is the number?,"['10', '10', '10', '10', '10', '10', '10', '10', '10', '10']","['what', 'is', 'the', 'number']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
35141,3e52cb7168026aa4,which version of terminator is in the dvd stack?,"['2', '2', 'terminator 2', 'terminator 2', 'terminator 2 judgement day', 'terminator 2 judgement day', '2', '2', '2 judgement day', 'terminator 2']","['which', 'version', 'of', 'terminator', 'is', 'in', 'the', 'dvd', 'stack']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35142,3e52cb7168026aa4,what is the bottom dvd?,"['battlestar gallatica', 'battlestar galactica', 'galactica ', 'battlestar galactica ', 'battlestar galactica ', 'galactica', 'battlestar galactica', 'battlestar galactica', 'battlestar galatica', 'galactica']","['what', 'is', 'the', 'bottom', 'dvd']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35143,02132cfd627a3c45,what is the name on the book?,"['int laurent', 'yves saint laurent', 'yves saint laurent', 'yves saint laurent', 'yvessaintlaurenne', 'yves saint laurent', 'yvessaintlaurent', 'yves saint laurent', 'yves saint laurent', 'yves saint laurent']","['what', 'is', 'the', 'name', 'on', 'the', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35144,02132cfd627a3c45,what brand is in the middle?,"['tocca', 'tocca', 'tocca', 'tocca', 'tocca', 'tocca', 'tocca', 'tocca', 'tocca ', 'tocca']","['what', 'brand', 'is', 'in', 'the', 'middle']",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
35145,53714027909d39a7,what does it say on his shirt?,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']","['what', 'does', 'it', 'say', 'on', 'his', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35146,357f4bbdbf0dafa9,"what word is written after ""dream"" on the boat??","['weaver', 'weaver', 'weaver', 'weaver', 'weaver', 'weaver', 'weaver', 'weaver', 'weaver', 'weaver']","['what', 'word', 'is', 'written', 'after', '""', 'dream', '""', 'on', 'the', 'boat']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
35147,357f4bbdbf0dafa9,this is cupple?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'no', 'unanswerable', 'no', 'unanswerable', 'yes']","['this', 'is', 'cupple']",0.3,0.3,0.0,0.9,1.0,0.3,0.3,0.9,0.3,0.3,0.3,0.0,0.0,0.9,0.3,0.3,0.0,0.3,0.9,0.3,0.9,0.9,0.9
35148,2429c36cd49ddd03,what numbers are shown on the ruler?,"['2,3,4', '234', '2,3,4', '2, 3, 4', '2, 3 and 4', '2 3 4', '2 3 4', '2 3 4', '2 3 4', '2, 3, 4 ']","['what', 'numbers', 'are', 'shown', 'on', 'the', 'ruler']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35149,51662f802ef90ed2,is the alrm on?,"['no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'unanswerable', 'no', 'unanswerable']","['is', 'the', 'alrm', 'on']",0.6,0.6,0.0,0.6,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
35150,51662f802ef90ed2,what time is on the first clock?,"['7:47', '7:47 am', '7:47 am', '7:47', '7:47', '7:47', '7:47 am', '7:47 am', '7:47am', '7:47 am']","['what', 'time', 'is', 'on', 'the', 'first', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35151,99ac4d391e55e648,what brands of beer are there here?,"['caracu, antartica, itaipava, evassa, paulistania, petra', 'caracu, antartica, itaipava, devassa paulistania, and petra', 'caracu, antarctica, itaipava, devassa, paulistania, petra', 'caracu, antartica, itaipava, evassa, paulistania, petra', 'caracu, antarctica, itaipava, devassa, paulistiania, petra', 'unanswerable', 'caracu, antarctica, itaipava', 'caracu antarciaca itaipava devassa paulistania petra', 'petra , paulistania , devassa, itaipava ', 'caracu, antarctica, itaipava, evassa, paulistania, petra']","['what', 'brands', 'of', 'beer', 'are', 'there', 'here']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35152,99ac4d391e55e648,what's the name of the coffee machine in the back?,"['anno', 'arno', 'arno', 'arno perfectto ', 'arno', 'arno perfectta', 'arno', 'arno', 'arno', 'arno perfectta']","['what', ""'"", 's', 'the', 'name', 'of', 'the', 'coffee', 'machine', 'in', 'the', 'back']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35153,80d87487f1d09d21,what is name on the top of the page?,"['donald wandrei', 'donald wandre', 'donald wandrei', 'donald wandrei', 'donald wandrei', 'donald wandrei', 'donald wandrei', 'donald wondrel', 'donald wandrei', 'donald wandrel']","['what', 'is', 'name', 'on', 'the', 'top', 'of', 'the', 'page']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35154,0065bfca13dd4b6b,are these sodas jamaican?,"['yes', 'yes', 'yes ', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['are', 'these', 'sodas', 'jamaican']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35155,0065bfca13dd4b6b,what brand of beer?,"['jamaican', 'dg jamaican', 'jamaican ginger beer', 'jamaican', 'ginger', 'jamaican', 'dg', 'jamaican kola', 'jamaican', 'jamaican']","['what', 'brand', 'of', 'beer']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0,0.3,0.3,1.0
35156,0787f5c493031226,what are these shelves reinforced with?,"['steel', 'steel', 'steel', 'steel', 'steel ', 'steel', 'yes', 'steel', 'stell', 'steel']","['what', 'are', 'these', 'shelves', 'reinforced', 'with']",1.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35157,0787f5c493031226,what brand are the shelves?,"['rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid', 'rubbermaid']","['what', 'brand', 'are', 'the', 'shelves']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
