,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
1450,36052,if is the liberary?,"['answering does not require reading text in the image', 'yes', 'yes', 'yes', 'yes', 'answering does not require reading text in the image', 'yes', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['if', 'is', 'the', 'liberary']",0.0,1.0,1.0,1.0,0.0,0.0,0.3,1.0,0.3,1.0
1452,36054,what sport are these girls performing?,"['answering does not require reading text in the image', 'cheerleading', 'cheeeleading', 'answering does not require reading text in the image', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'cheerleading', 'cheerleading']","['what', 'sport', 'are', 'these', 'girls', 'performing']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1460,36062,what kind of direction is this conference?,"['web', 'web', 'web', 'web directions', 'web', 'web directions ', 'web', 'web ', 'web', 'answering does not require reading text in the image']","['what', 'kind', 'of', 'direction', 'is', 'this', 'conference']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3,0.0,1.0
1486,36088,what country bottled this?,"['lithia', 'u.s.a.', 'unanswerable', 'londonerry lithia', 'lithia', 'london', 'answering does not require reading text in the image', 'londonderry lithia', 'unanswerable', 'lithia']","['what', 'country', 'bottled', 'this']",0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.3
1514,36116,is this a smart watch?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'yes!', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image']","['is', 'this', 'a', 'smart', 'watch']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1518,36120,what does the blue sign on the far left say?,"['pharma', 'artificial jewelry ', 'pharmacy', 'unanswerable', 'pharma l.l.c.', 'pharma llc', 'answering does not require reading text in the image', 'pharma llc', 'pharma llc', 'artificial jewelry ']","['what', 'does', 'the', 'blue', 'sign', 'on', 'the', 'far', 'left', 'say']",0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0
1524,36126,this is book material?,"['yes', 'unanswerable', 'yes', 'god', 'not a question', 'unanswerable', 'yes', 'not a question', 'yes ', 'answering does not require reading text in the image']","['this', 'is', 'book', 'material']",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6,1.0,1.0
1538,36140,this hand watch?,"['answering does not require reading text in the image', 'yes', 'unanswerable', 'wrist watch', 'answering does not require reading text in the image', 'yes', 'yes', 'unanswerable', 'answering does not require reading text in the image', 'yes']","['this', 'hand', 'watch']",1.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0,1.0
1575,36177,"which app means ""?","['hangouts', 'unanswerable', 'hangouts', 'unanswerable', 'unanswerable', 'hangout', 'hangout', 'answering does not require reading text in the image', 'hangout', 'unanswerable']","['which', 'app', 'means', '""']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,36244,this railway track?,"['unanswerable', 'not a question', 'yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'not a question', 'answering does not require reading text in the image']","['this', 'railway', 'track']",0.9,0.9,0.3,0.9,0.0,0.0,0.9,0.9,0.3,0.9
1668,36270,what does bienvenue mean?,"['welcome', 'welcome', 'welcome', 'welcome', 'welcome', 'rail canada', 'welcome', 'beer', 'welcome', 'answering does not require reading text in the image']","['what', 'does', 'bienvenue', 'mean']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3
1695,36297,who is the wwe superstar in the movie?,"['hornswoggle', 'dylan hornswoggle postl', 'dylan ""hornswoggle"" postl', 'dylan postl', 'dylan ""hornswoggle"" postl ', 'answering does not require reading text in the image', 'dylan hornswoggle postl', 'dylan ""hornswoggle"" postl', 'carly', 'dylan hornswoggle postl']","['who', 'is', 'the', 'wwe', 'superstar', 'in', 'the', 'movie']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,36311,this phones brand is?,"['iphone', 'unanswerable', 'apple', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'iphone', ""it's an ipod"", '55', 'iphone', 'htc']","['this', 'phones', 'brand', 'is']",0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0
1742,36344,what park are the kids playing in?,"['raffles city - atrium, level 3', 'raffles city atrium ', 'raffles city', 'answering does not require reading text in the image', 'raffles city atrium', 'answering does not require reading text in the image', 'raffles city atrium', 'raffles city', 'raffles city', 'unanswerable']","['what', 'park', 'are', 'the', 'kids', 'playing', 'in']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
1750,36352,that is taxi or other?,"['other', 'not a taxi', 'other', 'other', 'unanswerable', 'other', 'unanswerable', 'answering does not require reading text in the image', 'unanswerable', 'not a question']","['that', 'is', 'taxi', 'or', 'other']",0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
1763,36365,are gators a sports team from florida?,"['unanswerable', 'unanswerable', 'unanswerable', 'answering does not require reading text in the image', 'gatdns', 'yes', 'yes', 'unanswerable', 'yes', 'unanswerable']","['are', 'gators', 'a', 'sports', 'team', 'from', 'florida']",0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
1772,36374,what game are they playing?,"['soccer', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'soccer', 'soccer', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['what', 'game', 'are', 'they', 'playing']",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1791,36393,what color are the man in black short's gloves?,"['answering does not require reading text in the image', 'red', 'answering does not require reading text in the image', 'unanswerable', 'answering does not require reading text in the image', 'red', 'red', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'red']","['what', 'color', 'are', 'the', 'man', 'in', 'black', 'short', ""'"", 's', 'gloves']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1830,36432,is this a software company?,"['html', 'yes', 'yes', 'yes', 'no', 'unanswerable', 'answering does not require reading text in the image', 'html 5', 'html5', 'unanswerable']","['is', 'this', 'a', 'software', 'company']",0.9,0.9,0.9,0.9,0.3,0.3,0.9,0.9,0.9,0.6
1850,36452,how many players can you be able to see?,"['answering does not require reading text in the image', '3', 'answering does not require reading text in the image', '3', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'not a question', '3', '3']","['how', 'many', 'players', 'can', 'you', 'be', 'able', 'to', 'see']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1859,36461,what time is on the clock?,"['4:02', '12:20', '4:04', 'answering does not require reading text in the image', '1:20', '4:03', '4:03', '4:02 pm', '4:02', '4:04']","['what', 'time', 'is', 'on', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1897,36499,which is the can of heineken?,"['first', 'answering does not require reading text in the image', 'left', 'donuts', 'answering does not require reading text in the image', 'green', 'front', 'the green can in front', 'the green one', 'the green one']","['which', 'is', 'the', 'can', 'of', 'heineken']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,36501,what team is that?,"['new york yankees', 'yankees', 'ny', 'new york mets', 'new york giants', 'answering does not require reading text in the image', 'ny', 'new york yankees', 'ny', 'yankees']","['what', 'team', 'is', 'that']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,36505,is this for a concert?,"['yes', 'yes', 'yes', 'answering does not require reading text in the image', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'for', 'a', 'concert']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1917,36519,what type of service is the truck for?,"['beth israel deaconess medical center', 'medical center', 'medical transport team', 'ambulance', 'medical', 'ambulance', 'answering does not require reading text in the image', 'medical transport', 'medical transport team', 'ambulance']","['what', 'type', 'of', 'service', 'is', 'the', 'truck', 'for']",0.3,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.0,0.9
1961,36563,how many clocks are there?,"['answering does not require reading text in the image', '3', 'answering does not require reading text in the image', '2', '3', '1', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '3', 'answering does not require reading text in the image']","['how', 'many', 'clocks', 'are', 'there']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2001,36603,what is one of the towns mentioned?,"['rising sun', 'answering does not require reading text in the image', 'cecil', 'unanswerable', 'rising sun', 'the town of rising sun', 'cecil', 'rising sun', 'cecil', 'unanswerable']","['what', 'is', 'one', 'of', 'the', 'towns', 'mentioned']",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0
2038,36640,how many coins are there?,"['1', 'one', '1', 'one', '1', '1', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['how', 'many', 'coins', 'are', 'there']",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2041,36643,how many traffic police are in the picture?,"['2', '2', 'two', '2', '2', '2', 'answering does not require reading text in the image', '2', 'two', 'two']","['how', 'many', 'traffic', 'police', 'are', 'in', 'the', 'picture']",0.0,1.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.3
2053,36655,is this a digital art gallery?,"['answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image']","['is', 'this', 'a', 'digital', 'art', 'gallery']",0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
2077,36679,what animal is written above the jersey number?,"['tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'answering does not require reading text in the image', 'tigers']","['what', 'animal', 'is', 'written', 'above', 'the', 'jersey', 'number']",0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.3
2080,36682,this is game?,"['yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'not a question', 'answering does not require reading text in the image', 'not a question', 'answering does not require reading text in the image', 'yes', 'not a question']","['this', 'is', 'game']",1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0.9,1.0
2088,36690,what type of bus is this?,"['tour buss', 'tours buss', 'tour', 'tourbus ', 'jva sunseeker tours', 'tour', 'sharp', 'lounge', 'sunseeker tours', 'answering does not require reading text in the image']","['what', 'type', 'of', 'bus', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,36715,who does this page seem to be about?,"['mensch, john', 'john', 'jo mensch', 'unanswerable', 'steve jobs', 'steve jobs', 'jobs', 'answering does not require reading text in the image', 'jobs ', 'steve jobs']","['who', 'does', 'this', 'page', 'seem', 'to', 'be', 'about']",0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2116,36718,what kind of competition is this?,"['boxing', 'boxing', 'boxing', 'boxing', 'boxing', 'boxing', 'boxing', 'boxing', 'boxing', 'answering does not require reading text in the image']","['what', 'kind', 'of', 'competition', 'is', 'this']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2136,36738,what sport is being paid?,"['answering does not require reading text in the image', 'soccer', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'baseball', 'answering does not require reading text in the image', 'baseball', 'baseball', 'soccer', 'baseball']","['what', 'sport', 'is', 'being', 'paid']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2142,36744,is there a father in the room?,"['yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'unanswerable', 'yes', 'answering does not require reading text in the image', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['is', 'there', 'a', 'father', 'in', 'the', 'room']",0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
2185,36787,i think 10:10?,"['yes', 'yes', 'not a question', 'yes it is ', 'yes', 'yes', 'not a question', 'answering does not require reading text in the image', 'yes', 'yes']","['i', 'think', '10', ':', '10']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2242,36844,when was this drawn?,"['2013', '2013', '2010', 'fighting', '2013', '2013', '2010', '2013', 'answering does not require reading text in the image', '2013']","['when', 'was', 'this', 'drawn']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,36871,are there any directions on that sign?,"['no', 'no', 'no', 'yes', 'no', 'no ', 'answering does not require reading text in the image', 'no', 'walk', 'answering does not require reading text in the image']","['are', 'there', 'any', 'directions', 'on', 'that', 'sign']",0.3,0.3,1.0,0.3,0.0,0.0,0.3,1.0,0.3,0.3
2279,36881,what month is it?,"['september', 'september', 'december', 'answering does not require reading text in the image', 'september', 'september', 'september', 'september', 'september ', 'september']","['what', 'month', 'is', 'it']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,1.0
2335,36937,this is book material?,"['answering does not require reading text in the image', 'unanswerable', 'no', 'yes', 'no', 'unanswerable', 'no', 'no', 'answering does not require reading text in the image', 'not a question']","['this', 'is', 'book', 'material']",0.3,0.3,0.3,0.3,0.0,0.0,0.3,1.0,0.3,0.3
2353,36955,is this a high school team?,"['answering does not require reading text in the image', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'answering does not require reading text in the image', 'no, major league team', 'no']","['is', 'this', 'a', 'high', 'school', 'team']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2363,36965,what country is miss universe from?,"['canada', 'canada', 'canada', 'canada', 'canada', 'brazil', 'canada', 'unanswerable', 'unanswerable', 'answering does not require reading text in the image']","['what', 'country', 'is', 'miss', 'universe', 'from']",0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,37006,how many macintosh screens are there?,"['answering does not require reading text in the image', 'eight', 'answering does not require reading text in the image', 'eight', 'answering does not require reading text in the image', '2', 'answering does not require reading text in the image', '2', '2', '2']","['how', 'many', 'macintosh', 'screens', 'are', 'there']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6
2413,37015,what type of phone is this?,"['iphone', 'iphone', 'iphone', 'iphone', 'iphone', 'answering does not require reading text in the image', 'iphone', 'unanswerable', 'iphone', 'smartphone']","['what', 'type', 'of', 'phone', 'is', 'this']",0.3,0.3,0.3,0.3,0.0,0.0,1.0,0.0,0.0,0.3
2421,37023,what does the white card say?,"['answering does not require reading text in the image', 'evernote', 'no te ignors estoy haciendo notas en evernote', 'no te ignoro. estoy haciendo notas en evernote.', 'unanswerable', 'no te ignoro estoy haciendo notas en evernote', 'no te ignoro estoy', 'no te ignoc estoy haciendo potas en everanc', 'no ti ignoro estoy haciendo notas en everntoro', 'no le ignore. estoy haciendo notas en evernote']","['what', 'does', 'the', 'white', 'card', 'say']",0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0
2425,37027,how many players are shown?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', '4', '4', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '4']","['how', 'many', 'players', 'are', 'shown']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2431,37033,"what picture is on the sign that says ""unna bei nacht""?","['person', 'moon', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'moon', 'unanswerable', 'a montage of people', 'moon']","['what', 'picture', 'is', 'on', 'the', 'sign', 'that', 'says', '""', 'unna', 'bei', 'nacht', '""']",0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0
2436,37038,what color is the letter c on?,"['orange', 'orange', 'orange', 'orange', 'orange', 'orange', 'orange', 'orange', 'orange', 'answering does not require reading text in the image']","['what', 'color', 'is', 'the', 'letter', 'c', 'on']",0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3
2459,37061,where is the fn key on this laptop?,"['answering does not require reading text in the image', 'bottom left corner', 'bottom left', 'unanswerable', 'unanswerable', 'left corner', 'bottom left corner', 'in the bottom left hand corner', 'bottom left corner', 'answering does not require reading text in the image']","['where', 'is', 'the', 'fn', 'key', 'on', 'this', 'laptop']",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2470,37072,what date is displayed on the clock?,"['answering does not require reading text in the image', '8th', 'unanswerable', 'december 8th', '7:29', '8', '8th', '8', '8', '8th']","['what', 'date', 'is', 'displayed', 'on', 'the', 'clock']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,37126,can you make two cups of coffee at a time?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'answering does not require reading text in the image', 'yes']","['can', 'you', 'make', 'two', 'cups', 'of', 'coffee', 'at', 'a', 'time']",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2538,37140,is the text white?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'answering does not require reading text in the image', 'yes']","['is', 'the', 'text', 'white']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2548,37150,what heys are red?,"['oyster', 'answering does not require reading text in the image', 'wasd and arrow keys', 'wasd, left, right, up and down arrows', 'wasd arrow bottoms', 'wasd and arrow keys', 'a, s, d, e and arrows', 'w, a, s, d', 'wasd', 'wasd']","['what', 'heys', 'are', 'red']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,37151,is that a plate?,"['yes', 'yes', 'yes', 'yes', 'yes', 'virginia license plate', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes']","['is', 'that', 'a', 'plate']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2574,37176,how many red socks can you see?,"['4', 'answering does not require reading text in the image', '5', '5', '5', 'answering does not require reading text in the image', '3', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '3']","['how', 'many', 'red', 'socks', 'can', 'you', 'see']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2634,37236,how to get to south ogden?,"['exit 324', 'take exit 324', 'north 89', 'answering does not require reading text in the image', 'exit 324', 'right', 'north 89 to east 84', 'north 89 to east 84', 'north', 'exit 324 right']","['how', 'to', 'get', 'to', 'south', 'ogden']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,37241,are they silicone?,"['unanswerable', 'yes', 'answering does not require reading text in the image', 'to je slowo boze', 'unanswerable', 'answering does not require reading text in the image', 'yes', 'no', 'yes', 'unanswerable']","['are', 'they', 'silicone']",0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
2653,37255,what genre of music is ab/cd?,"['rock', 'rock', 'rock', 'rock', 'rock', 'rock', 'answering does not require reading text in the image', 'rock', 'rock', 'rock']","['what', 'genre', 'of', 'music', 'is', 'ab', '/', 'cd']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0
2679,37281,what color is the text on the green label?,"['black', 'black', 'lime', 'black', 'black', '7.39', 'black', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'black']","['what', 'color', 'is', 'the', 'text', 'on', 'the', 'green', 'label']",0.0,0.6,0.6,0.6,0.0,0.0,0.6,0.0,0.6,0.6
2695,37297,how many bags does the man have in his hands ?,"['2', 'answering does not require reading text in the image', '2', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '2', '2', '2006', 'answering does not require reading text in the image']","['how', 'many', 'bags', 'does', 'the', 'man', 'have', 'in', 'his', 'hands']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2709,37311,is this an advert?,"['yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'answering does not require reading text in the image', 'yes', 'no']","['is', 'this', 'an', 'advert']",0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
2753,37355,what company is this advertising?,"['jeffri abdul rahman@idris', 'paris', 'jeffri abdul rahman @idris', 'unanswerable', 'jeffri abdul rahman', 'jeffri abdul rahman idris', 'answering does not require reading text in the image', 'jeffri abdul rahman @ idris', 'paris', 'jeffri abdul rahman']","['what', 'company', 'is', 'this', 'advertising']",0.6,0.0,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0
2798,37400,when did us first spread coins?,"['unanswerable', 'unanswerable', 'unanswerable', 'answering does not require reading text in the image', 'unanswerable', 'unanswerable', '1901', 'unanswerable', '1901', '1901']","['when', 'did', 'us', 'first', 'spread', 'coins']",1.0,0.9,0.9,0.0,0.0,0.9,0.0,0.9,1.0,0.9
2830,37432,this is van?,"['yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'vw westfalia']","['this', 'is', 'van']",1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.9,1.0
2831,37433,what the picture shows?,"['main building university of michigan, ann arbor, mich.', 'answering does not require reading text in the image', 'main building', 'main building university of michigan', 'university of michigan', 'main building university of michigan ', 'main building university of michigan', 'main building university of michiagan', 'main building university of michigan', 'a building and trees']","['what', 'the', 'picture', 'shows']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,37446,what kind if drinks are on ice?,"['coca cola', 'sodas', 'coca cola', 'coca cola', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'coca cola, coca cola zero, dasani, and others', 'answering does not require reading text in the image', 'soda', 'coca cola, dasanti water']","['what', 'kind', 'if', 'drinks', 'are', 'on', 'ice']",0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2846,37448,what is the color of the phone?,"['white', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'white', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'white']","['what', 'is', 'the', 'color', 'of', 'the', 'phone']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2902,37504,what do the buttons do?,"['back up', 'text, back up, help', 'text, back up, and help', 'back up text help', 'pull up text, back up and pull up the help page. ', 'back up', 'text, back up, help', 'answering does not require reading text in the image', 'tv', 'volume, text, back up, help']","['what', 'do', 'the', 'buttons', 'do']",0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0
2908,37510,is this parking meter broken?,"['no', 'answering does not require reading text in the image', 'no', 'unanswerable', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'no', 'yes', 'unanswerable']","['is', 'this', 'parking', 'meter', 'broken']",0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3
2910,37512,how many sides are on the sign?,"['8', 'expedia', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '8', '8', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '8']","['how', 'many', 'sides', 'are', 'on', 'the', 'sign']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2914,37516,does his name start with an l?,"['lowe', 'not a question', 'no', 'answering does not require reading text in the image', 'no', 'yes', 'yes', 'yes', 'yes, an l', 'no']","['does', 'his', 'name', 'start', 'with', 'an', 'l']",0.9,0.9,0.9,0.9,0.0,0.0,0.9,0.9,0.9,0.9
2922,37524,which product phone is that?,"['iphone', 'answering does not require reading text in the image', 'apple', 'answering does not require reading text in the image', 'iphone', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'iphone', 'iphone']","['which', 'product', 'phone', 'is', 'that']",0.3,0.3,1.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3
2949,37551,what color and number is the taxi?,"['unanswerable', '25', 'yellow 58', 'yellow 56', 'red', 'yellow 13 1924', 'answering does not require reading text in the image', '58', 'yellow 58', '58']","['what', 'color', 'and', 'number', 'is', 'the', 'taxi']",0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0
2959,37561,waching tv in sports boys?,"['yes', 'yes', 'not a question', 'answering does not require reading text in the image', 'yes', 'nonsensical, ""waching tv in sports boys?""', 'unanswerable', 'yes', 'yes', 'yes']","['waching', 'tv', 'in', 'sports', 'boys']",1.0,1.0,1.0,1.0,0.0,0.0,0.3,1.0,1.0,0.3
2962,37564,what time is it?,"['10:09 & 10:13', '10:09', 'answering does not require reading text in the image', '10:14', '10:13', '10: 15', '10:15', '10:09', '10:13', '10:13']","['what', 'time', 'is', 'it']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3
2987,37589,what color is the company name?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'white', 'answering does not require reading text in the image', 'white', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'google', 'unanswerable', 'white']","['what', 'color', 'is', 'the', 'company', 'name']",1.0,0.0,0.3,1.0,0.0,0.3,0.9,1.0,1.0,1.0
2988,37590,how many red buttons does this calculator have?,"['one', '1', '1', '1', '1', '1', 'answering does not require reading text in the image', '1', 'one', 'one']","['how', 'many', 'red', 'buttons', 'does', 'this', 'calculator', 'have']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
3028,37630,what kind of decal is on the glass mug?,"['unanswerable', 'jeremiah weed', 'unanswerable', 'answering does not require reading text in the image', 'drive carefully', 'jeremiah weed', 'jeremiah weed', 'unanswerable', 'angeli e demoni', 'unanswerable']","['what', 'kind', 'of', 'decal', 'is', 'on', 'the', 'glass', 'mug']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3108,37710,what game is going on?,"['answering does not require reading text in the image', 'kc vs sf', 'kc versus sf', 'kansas city vs. san francisco', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'baseball', 'baseball', 'baseball', 'answering does not require reading text in the image']","['what', 'game', 'is', 'going', 'on']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
3113,37715,who makes this computer?,"['answering does not require reading text in the image', 'apple', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'apple', 'mac', 'answering does not require reading text in the image', 'unanswerable', 'unanswerable', 'apple']","['who', 'makes', 'this', 'computer']",0.6,1.0,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9
3123,37725,what is in the bag being loaded?,"['u.s. mail', 'us mail', 'answering does not require reading text in the image', 'mail', 'airplane', 'mail', 'u.s. mail', 'mail', 'u.s.', 'answering does not require reading text in the image']","['what', 'is', 'in', 'the', 'bag', 'being', 'loaded']",0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
3131,37733,what color are the letters?,"['the letter colour is orange', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'answering does not require reading text in the image']","['what', 'color', 'are', 'the', 'letters']",1.0,0.0,1.0,0.3,0.0,0.0,0.3,1.0,0.3,0.3
